method,seed,relearn_corpus,threshold_quantile,path,r0,survival0,h50,h50_censored,auc_survival,r_final,relearn_growth,survival_decay,conditional_resurrection_final,conditional_survival_final,conditional_auc_survival,conditional_num_items,mean_target_margin_final,median_target_margin_final,mean_target_margin_growth_final,conditional_mean_target_margin_growth_final,retain_accuracy_final,retain_nll_final,refusal_rate_final
hlc_sg_k8_tuned_fullft_tofu50_seed1,1,forget_mixed_stress,q95,runs/survival/stress_lr5e3_matched/hlc_sg_k8_tuned_fullft_seed1_forget_mixed_stress/survival_curve.csv,0.0,1.0,128.0,False,0.14453125,1.0,1.0,1.0,1.0,0.0,0.14453125,6,2.976017872492472,2.611347198486328,4.639640728632609,4.639640728632609,0.0,5.1361494064331055,0.0
npo_strong_matched_seed1_st600_fw1_b0p3,1,forget_paraphrase_qa,q95,runs/survival/stress_lr5e3_matched/npo_strong_matched_seed1_st600_fw1_b0p3_forget_paraphrase_qa/survival_curve.csv,0.0,1.0,256.0,False,0.375,1.0,1.0,1.0,1.0,0.0,0.375,6,2.5202174186706543,1.721421241760254,8.074300289154053,8.074300289154053,0.0,6.657280921936035,0.0
syntactic_diversification_sweep_seed1_st360_fw4_b0p3,1,forget_paraphrase_qa,q95,runs/survival/syntactic_diversification_matched_stress/seed1_st360_fw4_b0p3_forget_paraphrase_qa/survival_curve.csv,0.0,1.0,256.0,False,0.2734375,1.0,1.0,1.0,1.0,0.0,0.2734375,6,5.194780111312866,4.97446608543396,9.199480295181274,9.199480295181274,0.0,7.476681709289551,0.0
hlc_sg_k8_tuned_fullft_tofu50_seed1,1,forget_paraphrase_qa,q95,runs/survival/stress_lr5e3_matched/hlc_sg_k8_tuned_fullft_seed1_forget_paraphrase_qa/survival_curve.csv,0.0,1.0,64.0,False,0.10546875,1.0,1.0,1.0,1.0,0.0,0.10546875,6,1.8385761578877768,0.8664326667785645,3.5021990140279136,3.5021990140279136,0.0,6.172768592834473,0.0
syntactic_diversification_sweep_seed2_st240_fw2_b0p3,2,forget_declarative,q95,runs/survival/syntactic_diversification_matched_stress/seed2_st240_fw2_b0p3_forget_declarative/survival_curve.csv,0.1666666666666666,0.8333333333333334,512.0,False,0.640625,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.6375,5,2.699606736501058,2.617927074432373,5.08896001180013,5.7065027236938475,0.0,11.504480361938477,0.0
hlc_sg_k8_tuned_fullft_tofu50_seed2,2,forget_declarative,q95,runs/survival/stress_lr5e3_matched/hlc_sg_k8_tuned_fullft_seed2_forget_declarative/survival_curve.csv,0.1666666666666666,0.8333333333333334,128.0,False,0.16796875,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.1875,5,3.786268870035807,3.411313533782959,5.400915145874023,5.243323898315429,0.0,8.470498085021973,0.0
npo_strong_matched_seed2_st600_fw2_b3,2,forget_declarative,q95,runs/survival/stress_lr5e3_matched/npo_strong_matched_seed2_st600_fw2_b3_forget_declarative/survival_curve.csv,0.1666666666666666,0.8333333333333334,64.0,False,0.078125,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.09375,5,3.1411335468292236,2.884719133377075,4.0612696806589765,3.9040756225585938,0.0,7.073482990264893,0.0
syntactic_diversification_sweep_seed2_st240_fw2_b0p3,2,forget_mixed_stress,q95,runs/survival/syntactic_diversification_matched_stress/seed2_st240_fw2_b0p3_forget_mixed_stress/survival_curve.csv,0.1666666666666666,0.8333333333333334,256.0,False,0.28125,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.3375,5,2.120692332585653,1.6776933670043943,4.510045607884725,4.585885810852051,0.0,5.2886505126953125,0.0
hlc_sg_k8_tuned_fullft_tofu50_seed2,2,forget_mixed_stress,q95,runs/survival/stress_lr5e3_matched/hlc_sg_k8_tuned_fullft_seed2_forget_mixed_stress/survival_curve.csv,0.1666666666666666,0.8333333333333334,128.0,False,0.171875,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.1875,5,2.621776819229126,2.2976155281066895,4.236423095067342,4.179665184020996,0.0,5.056141376495361,0.0
npo_strong_matched_seed2_st600_fw2_b3,2,forget_mixed_stress,q95,runs/survival/stress_lr5e3_matched/npo_strong_matched_seed2_st600_fw2_b3_forget_mixed_stress/survival_curve.csv,0.1666666666666666,0.8333333333333334,32.0,False,0.0390625,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.046875,5,3.086249748865763,2.82844877243042,4.006385882695516,3.87481632232666,0.0,5.011564254760742,0.0
npo_strong_matched_seed2_st600_fw2_b3,2,forget_paraphrase_qa,q95,runs/survival/stress_lr5e3_matched/npo_strong_matched_seed2_st600_fw2_b3_forget_paraphrase_qa/survival_curve.csv,0.1666666666666666,0.8333333333333334,128.0,False,0.18359375,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.1875,5,3.5998353163401284,3.6038312911987305,4.519971450169881,4.152261734008789,0.0,5.654740810394287,0.0
syntactic_diversification_sweep_seed2_st240_fw2_b0p3,2,forget_paraphrase_qa,q95,runs/survival/syntactic_diversification_matched_stress/seed2_st240_fw2_b0p3_forget_paraphrase_qa/survival_curve.csv,0.1666666666666666,0.8333333333333334,128.0,False,0.140625,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.16875,5,2.2588685353597007,1.86830472946167,4.6482218106587725,4.7597404479980465,0.0,5.894933700561523,0.0
hlc_sg_k8_tuned_fullft_tofu50_seed2,2,forget_paraphrase_qa,q95,runs/survival/stress_lr5e3_matched/hlc_sg_k8_tuned_fullft_seed2_forget_paraphrase_qa/survival_curve.csv,0.1666666666666666,0.8333333333333334,64.0,False,0.125,1.0,0.8333333333333334,0.8333333333333334,1.0,0.0,0.15,5,2.802576939264933,1.3902974128723145,4.417223215103149,3.7373476028442383,0.0,5.843563556671143,0.0
