family,n,auc_mean,auc_std,r_final_mean,r_final_std,mean_target_margin_mean,mean_target_margin_std,median_target_margin_mean,median_target_margin_std,retain_nll_mean,retain_nll_std
HLC-SG,9,0.9444444444444444,0.08333333333333329,0.05555555555555553,0.0833333333333333,-1.6568599277072482,0.035206271582956694,-1.8368737432691786,0.03828387219491851,3.6124453809526234,0.0011225251929732692
NPO,9,0.7777777777777778,0.08333333333333336,0.22222222222222218,0.08333333333333334,-0.16553993578310366,0.14575175188334658,-0.48050981097751194,0.11006855158772973,3.4716274208492703,3.6713708771719456e-05
