role,method,seed,relearn_corpus,path,r0,survival0,retain_nll0,refusal0,conditional_num_items0,reference_r0,reference_survival0,reference_retain_nll0,reference_refusal0,reference_paths,r0_gap,r0_abs_gap,retain_nll_gap,retain_nll_within_band,r0_within_tolerance,refusal_within_limit,matched,selection_score
candidate,syntactic_diversification_sweep_seed0_st600_fw2_b0p3,0,synthetic_biography,runs/survival/syntactic_diversification_sweep_t0/seed0_st600_fw2_b0p3/survival_curve.csv,0.0,1.0,3.465282440185547,0.0,6,0.0,1.0,3.6133134365081783,0.0,runs/survival/conditional_long_horizon/hlc_sg_k8_tuned_fullft_seed0_synthetic_bio/survival_curve.csv,0.0,0.0,-0.1480309963226314,True,True,True,True,0.0
